# 1.This file shows the parsed IR info when graph evaluating failed to help find the problem.
# 2.You can search the last `------------------------>` to the node which is inferred failed.
# 3.Refer to https://www.mindspore.cn/search?inputValue=analyze_fail.dat to get more instructions.
# ===============================================================================

# [No.1] construct_wrapper.42
# In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(330)/    def construct(self, *inputs):/
funcgraph fg_42(
        %para1 : Tensor(F32)[3, 40960, 6]    # inputs0
    %17 = Primitive::getattr{prim_type=1}(%16, "asnumpy")    #(Tensor(F32)[], String) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(618)/        print(CE_loss.asnumpy(), h_loss.asnumpy(), se_loss.asnumpy())/#[CNode]162
    %18 = %17() #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(618)/        print(CE_loss.asnumpy(), h_loss.asnumpy(), se_loss.asnumpy())/#[CNode]163
    %19 = $(construct.50):DoSignaturePrimitive::S-Prim-getitem{prim_type=1}(%7, I64(1))    #(Tuple[Tensor(F32),List[Tensor(I32),Tensor(F32)*5],List[Tensor(F32)*6],List[Tensor(F32)*4]], Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(613)/        h_loss = self.h_loss(multihot_labels, supervised_features, self.training_epoch)/#Φmultihot_labels
    %20 = $(construct.50):DoSignaturePrimitive::S-Prim-getitem{prim_type=1}(%7, I64(2))    #(Tuple[Tensor(F32),List[Tensor(I32),Tensor(F32)*5],List[Tensor(F32)*6],List[Tensor(F32)*4]], Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(613)/        h_loss = self.h_loss(multihot_labels, supervised_features, self.training_epoch)/#Φsupervised_features
    %21 = FuncGraph::fg_164(%19, %20, %para258)    #(Undefined, Undefined, Ref[Tensor(I32)][])    # fg_164=construct.164 #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(613)/        h_loss = self.h_loss(multihot_labels, supervised_features, self.training_epoch)/#h_loss
    %22 = Primitive::getattr{prim_type=1}(%21, "asnumpy")    #(Undefined, Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(618)/        print(CE_loss.asnumpy(), h_loss.asnumpy(), se_loss.asnumpy())/#[CNode]165
    %23 = %22() #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(618)/        print(CE_loss.asnumpy(), h_loss.asnumpy(), se_loss.asnumpy())/#[CNode]166
    %24 = $(construct.50):DoSignaturePrimitive::S-Prim-getitem{prim_type=1}(%7, I64(3))    #(Tuple[Tensor(F32),List[Tensor(I32),Tensor(F32)*5],List[Tensor(F32)*6],List[Tensor(F32)*4]], Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(614)/        se_loss = self.se_loss(se_features_list)/#Φse_features_list
    %25 = FuncGraph::fg_167(%24)    #(Undefined)    # fg_167=construct.167 #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(614)/        se_loss = self.se_loss(se_features_list)/#se_loss
    %26 = Primitive::getattr{prim_type=1}(%25, "asnumpy")    #(Undefined, Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(618)/        print(CE_loss.asnumpy(), h_loss.asnumpy(), se_loss.asnumpy())/#[CNode]168
    %27 = %26() #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(618)/        print(CE_loss.asnumpy(), h_loss.asnumpy(), se_loss.asnumpy())/#[CNode]169
    %28 = DoSignaturePrimitive::S-Prim-Print{prim_type=1}[side_effect_io=Bool(1)](%18, %23, %27)    #(Undefined, Undefined, Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(618)/        print(CE_loss.asnumpy(), h_loss.asnumpy(), se_loss.asnumpy())/#[CNode]170
    %29 = Primitive::MakeTuple{prim_type=1}(%2, %28)    #(Tensor(I32)[], Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(332)/        loss = self.network(*inputs)/#[CNode]171
    %30 = Primitive::stop_gradient{prim_type=1}(%29)    #(Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(332)/        loss = self.network(*inputs)/#[CNode]172
    %31 = DoSignaturePrimitive::S-Prim-add{prim_type=1}(%16, %25)    #(Tensor(F32)[], Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(616)/        loss = CE_loss + se_loss + h_loss/#[CNode]173
    %32 = DoSignaturePrimitive::S-Prim-add{prim_type=1}(%31, %21)    #(Undefined, Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(616)/        loss = CE_loss + se_loss + h_loss/#loss
    %33 = Primitive::Depend{prim_type=1}[side_effect_propagate=I64(1)](%32, %30)    #(Undefined, Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(332)/        loss = self.network(*inputs)/#[CNode]174
    Primitive::Return{prim_type=1}(%33)    #(Undefined) #scope: Default/network-RandLAWithLoss
      # In file /home/hjh/RFCR_NL_mindspore/src/model/model_weak_train.py(619)/        return loss/#[CNode]175
}
# order:
#   1: ↓construct.54:[CNode]159{[0]: ValueNode<FuncGraph> logical_not.158, [1]: Φignore_mask}
#   2: ↓construct.54:[CNode]160{[0]: ValueNode<Primitive> getattr, [1]: [CNode]159, [2]: ValueNode<StringImm> astype}
#   3: ↓construct.54:valid_idx{[0]: [CNode]160, [1]: ValueNode<Int> Int32}
#   4: ↓construct.54:CE_loss{[0]: ValueNode<FuncGraph> construct.161, [1]: Φlogits, [2]: Φlabels, [3]: valid_idx}
#   5: ↓construct.54:h_loss{[0]: ValueNode<FuncGraph> construct.164, [1]: Φmultihot_labels, [2]: Φsupervised_features, [3]: training_epoch}
#   6: ↓construct.54:se_loss{[0]: ValueNode<FuncGraph> construct.167, [1]: Φse_features_list}
#   7: ↓construct.54:[CNode]173{[0]: ValueNode<DoSignaturePrimitive> S-Prim-add, [1]: CE_loss, [2]: se_loss}
#   8: ↓construct.54:loss{[0]: ValueNode<DoSignaturePrimitive> S-Prim-add, [1]: [CNode]173, [2]: h_loss}
#   9: ↓construct.54:[CNode]155{[0]: ValueNode<DoSignaturePrimitive> S-Prim-add, [1]: training_epoch, [2]: ValueNode<Int64Imm> 1}
#  10: ↓construct.54:[CNode]157{[0]: ValueNode<FuncGraph> assign.156, [1]: training_epoch, [2]: [CNode]155}
#  11: ↓construct.54:[CNode]162{[0]: ValueNode<Primitive> getattr, [1]: CE_loss, [2]: ValueNode<StringImm> asnumpy}
#  12: ↓construct.54:[CNode]163{[0]: [CNode]162}
#  13: ↓construct.54:[CNode]165{[0]: ValueNode<Primitive> getattr, [1]: h_loss, [2]: ValueNode<StringImm> asnumpy}
#  14: ↓construct.54:[CNode]166{[0]: [CNode]165}
#  15: ↓construct.54:[CNode]168{[0]: ValueNode<Primitive> getattr, [1]: se_loss, [2]: ValueNode<StringImm> asnumpy}
#  16: ↓construct.54:[CNode]169{[0]: [CNode]168}
#  17: ↓construct.54:[CNode]170{[0]: ValueNode<DoSignaturePrimitive> S-Prim-Print, [1]: [CNode]163, [2]: [CNode]166, [3]: [CNode]169}
#  18: ↓construct.54:[CNode]175{[0]: ValueNode<Primitive> Return, [1]: [CNode]174}


#===============================================================================
# num of function graphs in stack: 8/9 (Ignored 1 internal frames).
